keyword,positiveprob,negativeprob
shipping,0.005809444444444444,0.010694444444444444
July,0.0005822222222222223,0.0010216666666666666
dates,0.0005577777777777778,0.0006827777777777778
went,0.01758611111111111,0.028405
seller,0.003418888888888889,0.008369444444444445
response.,0.00025055555555555557,0.0016588888888888888
filed,0.00010722222222222222,0.0004572222222222222
claim,0.0013366666666666666,0.0035188888888888887
receiving,0.0012722222222222223,0.002785
however,,0.008795,0.012687222222222223
refund,0.00026,0.007035
anything,0.019009444444444443,0.03700055555555556
feedback,0.0006061111111111111,0.0010277777777777778
wrong,,0.0014527777777777779,0.0032816666666666667
buyer,0.00038666666666666667,0.0018844444444444444
kit,0.0024533333333333334,0.0024066666666666668
Arrived,0.0011705555555555555,0.000755
cute,0.0060305555555555555,0.004787777777777778
however,0.006182222222222223,0.00964388888888889
provide,0.005307777777777778,0.006554444444444444
annoyed,0.0005183333333333333,0.0018333333333333333
cake.,0.0004277777777777778,0.0003066666666666667
included,0.007668333333333333,0.006792777777777778
trust,0.00248,0.004278333333333334
additional,0.0035516666666666665,0.0031483333333333333
email,0.0011616666666666668,0.004233888888888889
sheets,0.0011255555555555556,0.0016916666666666666
ready,0.006168333333333333,0.00461
contact,0.0016922222222222221,0.0060888888888888885
seller.,0.0010083333333333333,0.0018011111111111112
phone,0.004913333333333333,0.012701111111111111
manufacturer.,0.0002038888888888889,0.0011088888888888889
Let's,0.0015116666666666666,0.0024022222222222223
results.,0.002148888888888889,0.002127777777777778
wishing,0.0009733333333333333,0.00089
unreliable,6.777777777777778e-05,0.0010116666666666666
ignored,0.0005622222222222222,0.0011216666666666666
critics,0.0012305555555555555,0.0010311111111111111
consumers,0.00017277777777777777,0.0007522222222222223
released,0.0071961111111111115,0.0063772222222222225
debut,0.00333,0.001155
(on,0.0007072222222222223,0.0008644444444444445
chock,0.00041277777777777775,0.0002411111111111111
radio,0.006175,0.006297777777777778
hits,,0.0005833333333333334,0.00034
Many,0.005557222222222222,0.0050594444444444445
band,,0.00226,0.001756111111111111
year's,0.00042888888888888886,0.0004861111111111111
alike,0.0007277777777777778,0.000355
album's,0.0005888888888888889,0.0003161111111111111
writing,,0.0019005555555555555,0.0024494444444444446
power.,0.00136,0.0012227777777777777
Hopefully,,0.00039611111111111113,0.0006094444444444445
(a,0.0027527777777777776,0.0028116666666666667
bands,0.005814444444444444,0.004375555555555555
release,0.00845388888888889,0.009606666666666666
12",0.0004677777777777778,0.00036833333333333336
singles,0.001171111111111111,0.0006816666666666667
sales,0.0011705555555555555,0.0021
practically,0.0013472222222222223,0.0021327777777777777
leap,0.0004894444444444445,0.000355
speakers,0.0028694444444444444,0.002471111111111111
grab,0.0023083333333333332,0.0018416666666666666
neck,0.00163,0.00176
head,0.008665,0.010157222222222222
move.,0.0006633333333333334,0.0007866666666666666
Can't,0.0061044444444444445,0.004492777777777778
upcoming,0.0007688888888888889,0.0005388888888888889
OMG,0.00022666666666666666,0.0003188888888888889
owns,0.000655,0.0005733333333333334
wow,0.0007677777777777778,0.0006283333333333333
Saturday,0.0009133333333333334,0.0007083333333333334
jamming,0.00024333333333333333,0.00030944444444444444
thing,,0.002202777777777778,0.0039016666666666666
you're,0.024099444444444444,0.026208333333333333
this,,0.008635555555555556,0.013977777777777778
cause,0.004977222222222222,0.007072777777777778
Slow,0.0005794444444444445,0.0013983333333333332
dull,0.001388888888888889,0.00575
1980's,0.00032055555555555554,0.00028055555555555554
Jason,0.0009783333333333332,0.0008466666666666667
moments,0.0032838888888888887,0.002975
relief,0.0011572222222222222,0.0007705555555555556
Though,0.004261666666666667,0.002723888888888889
movie,,0.0105,0.012401666666666667
neither.,5.888888888888889e-05,0.0005161111111111111
suggest,0.006788333333333334,0.010758333333333333
skipping,0.0006244444444444444,0.0019266666666666666
powers,0.0008422222222222222,0.0006961111111111111
80's,0.0027194444444444445,0.0018322222222222223
Worth,0.0057061111111111115,0.0019294444444444443
Time,0.004168333333333333,0.004506666666666667
lacked,0.0005288888888888889,0.0022722222222222224
mystery,0.0056077777777777775,0.003352777777777778
was.,0.0031866666666666666,0.004957777777777778
ten,0.004270555555555555,0.0050572222222222225
twelve,0.0006622222222222222,0.0005777777777777778
pages.,0.002243888888888889,0.0044555555555555555
educational,0.002531111111111111,0.0011944444444444444
shapes,0.0006494444444444445,0.0004116666666666667
pegs,0.00013166666666666668,0.0002972222222222222
winning,0.0012061111111111111,0.0007477777777777778
guaranteed,0.0005338888888888889,0.0005105555555555555
parent,0.0018577777777777779,0.0012383333333333333
puzzle,0.0010805555555555555,0.0008194444444444445
range.,0.0010994444444444443,0.0008972222222222222
silly,0.002026111111111111,0.00446
Basically,,0.00040666666666666667,0.0010988888888888888
entertain,0.0008905555555555556,0.0006044444444444445
lots,0.01202611111111111,0.008185
odd,0.002266666666666667,0.0027966666666666665
ideas,0.007385555555555556,0.006517777777777778
silly.,0.00025333333333333333,0.0010533333333333334
concerts,0.0006538888888888889,0.00034666666666666667
rich,,0.0007372222222222222,0.00041055555555555555
strings,0.0010944444444444445,0.0009511111111111111
band,0.017215,0.01304
musicians,,0.00042,0.00026555555555555555
appreciate,0.007897777777777778,0.003825
excelent,0.000555,8.055555555555556e-05
renditions,0.0004738888888888889,0.00029833333333333334
guitar.,0.0010633333333333332,0.0005361111111111111
versions,0.004012222222222223,0.005015555555555555
versions.,0.0006133333333333334,0.0008633333333333334
So,,0.003936111111111111,0.006897222222222222
textbook,0.001285,0.0015505555555555555
shipped,0.0037922222222222224,0.005438888888888889
stated.,0.00038555555555555554,0.0004333333333333333
Easy,0.009982777777777778,0.0015605555555555555
transaction,0.0004405555555555556,0.0002883333333333333
Historical,0.0006422222222222222,0.0002877777777777778
lovers,0.0023966666666666667,0.0007105555555555555
engaging,0.002851111111111111,0.0013172222222222222
count,0.0017044444444444444,0.0024133333333333333
washed,0.0010838888888888888,0.0026205555555555557
then,,0.0023677777777777777,0.0033266666666666666
Colin,0.0004461111111111111,0.0003827777777777778
washes,0.0004588888888888889,0.00028
past.,0.0019427777777777779,0.0015527777777777777
Romance,0.0006744444444444444,0.00041277777777777775
series.,0.009945555555555555,0.006042222222222222
series,0.024808333333333335,0.017295555555555557
rest.,0.0009733333333333333,0.0009388888888888888
10,0.013882777777777779,0.018974444444444443
16,0.002353333333333333,0.002202777777777778
novel,,0.003018888888888889,0.002926111111111111
call,0.006577222222222222,0.013636666666666667
trashy,0.00014166666666666668,0.0006266666666666666
novel.,0.0043883333333333335,0.0045561111111111115
novels.,0.0015066666666666666,0.0014677777777777777
expecting,0.004361111111111111,0.010907222222222223
much,,0.003638888888888889,0.00335
wrong!,0.0005538888888888889,0.0008288888888888889
book!,0.013072222222222223,0.004165555555555555
usually,0.009166666666666667,0.010557777777777777
tied,0.001,0.0009488888888888889
wearing,0.0032211111111111112,0.0035344444444444447
authors,0.005744444444444444,0.008237222222222222
enchanting,0.0005988888888888889,8.277777777777778e-05
heroine.,0.0002522222222222222,0.00029666666666666665
part,0.024876666666666665,0.027614444444444445
content,0.0038788888888888888,0.007287222222222222
sole,0.0006072222222222222,0.0010255555555555556
island,0.0012555555555555555,0.0006411111111111111
fear,0.0022233333333333332,0.00195
strange,0.0031772222222222223,0.003522222222222222
men,0.005902222222222222,0.004605
strikes,0.0006877777777777778,0.0005966666666666667
friendship,0.0011666666666666668,0.0002772222222222222
Soon,0.0003733333333333333,0.0003172222222222222
discovers,0.000795,0.00024277777777777777
courage,0.0015672222222222222,0.0003461111111111111
amusing,0.001236111111111111,0.0013344444444444445
problem.,0.0041511111111111115,0.008974444444444445
loses,0.000945,0.0017877777777777777
mostly,0.005947222222222222,0.007932777777777778
characters,0.029457777777777777,0.03296166666666667
introduced,0.0028494444444444444,0.001378888888888889
sided,0.00032055555555555554,0.0005988888888888889
behavior,0.0011122222222222221,0.0013327777777777778
lacks,0.0016766666666666666,0.00616
reason.,0.0010377777777777779,0.0025477777777777777
development,0.003703888888888889,0.003743888888888889
way,0.061351666666666665,0.07031388888888888
improve,0.00291,0.0024861111111111112
towards,0.003608888888888889,0.003801111111111111
save,0.006585,0.016658333333333334
Unless,0.0006105555555555556,0.004175
skip,0.002305,0.006686111111111111
performance,0.008205,0.006031111111111111
performance.,0.002266111111111111,0.0016911111111111111
constantly,0.0029916666666666668,0.006261111111111111
CDs,,0.0005805555555555555,0.0004994444444444444
half,0.010606666666666667,0.023885555555555556
pants,0.001021111111111111,0.0010227777777777778
incredibly,0.004103333333333333,0.005195555555555556
uncomfortable,0.000996111111111111,0.002706111111111111
authentic,0.0012883333333333334,0.0009594444444444444
encounter,0.000983888888888889,0.0006322222222222222
particular,0.006093888888888889,0.0062833333333333335
certain,0.006133888888888889,0.006086111111111111
aspects,0.0036033333333333334,0.0018611111111111111
details,0.006356666666666667,0.0049366666666666665
nuances,0.000465,0.0001738888888888889
NEVER,0.0016094444444444444,0.004816111111111111
spoke,0.0007855555555555555,0.0013127777777777777
anybody,0.002467222222222222,0.0023255555555555555
leaves,0.005680555555555556,0.006452222222222222
questions,0.006078333333333333,0.004789444444444444
unanswered,0.000215,0.0003372222222222222
hopefully,0.0016416666666666667,0.0020372222222222224
brighter,0.0004688888888888889,0.0003077777777777778
note,,0.0008211111111111111,0.0011172222222222221
giving,0.008472777777777777,0.010851666666666667
general.,0.0010427777777777777,0.0007772222222222222
wants,0.01049,0.008383888888888889
learn,0.01683,0.013437222222222222
wrong,0.009251111111111111,0.01877777777777778
agree,,0.00033944444444444446,0.00038333333333333334
help,,0.0005011111111111111,0.0010144444444444446
impossible,0.003016111111111111,0.009048333333333334
tones,0.0006038888888888889,0.0003644444444444444
native,0.0012472222222222223,0.0008738888888888889
speaker.,0.00029055555555555556,0.0003438888888888889
design,0.006371111111111111,0.011437222222222222
confusing.,0.00044333333333333334,0.0015555555555555555
mistakes,0.0010344444444444444,0.002096666666666667
explanations,0.0016455555555555555,0.0016183333333333334
provides,0.00997,0.0030611111111111112
basic,0.00814,0.009342222222222222
vocabulary,0.0009605555555555555,0.0008438888888888889
skills.,0.0010366666666666666,0.0006061111111111111
Fit,0.0007877777777777778,0.0006627777777777778
specific,0.0034155555555555554,0.0035416666666666665
correct,0.00324,0.006932777777777778
duplicate,0.00024722222222222224,0.00041611111111111113
therefore,0.0015155555555555556,0.003118333333333333
sits,0.0014477777777777779,0.002002777777777778
teaches,0.003002777777777778,0.00116
value,0.009045555555555555,0.006502222222222223
challenging,0.0026661111111111113,0.0010344444444444444
miss,0.006639444444444444,0.0039027777777777776
obvious.,0.0002788888888888889,0.0006444444444444444
Lots,0.0038705555555555555,0.0022255555555555557
toe,0.0005138888888888889,0.0005116666666666667
Kelly,0.0008761111111111111,0.0006644444444444444
Club,0.0010283333333333334,0.0007644444444444444
Pet,0.0005761111111111111,0.0004972222222222222
Daughter,0.0006644444444444444,0.0002772222222222222
Loves,0.00083,0.00015722222222222223
IT!!,0.0004188888888888889,0.00021666666666666666
LOVES,0.0018961111111111112,0.0003838888888888889
Band,0.001538888888888889,0.0008038888888888889
Hands,0.0006222222222222223,0.00025666666666666665
dress,0.0011633333333333333,0.0010066666666666666
kids,,0.0018133333333333332,0.0013816666666666667
pet,0.0017983333333333334,0.0016516666666666667
clean,0.010126666666666667,0.007839444444444444
animals,0.0024355555555555554,0.0015844444444444445
accomplished,0.0010661111111111112,0.0007405555555555556
along,0.019425,0.011629444444444444
way),0.0002627777777777778,0.00029666666666666665
we'll,0.0010127777777777778,0.0013011111111111112
wonderfully,0.003862777777777778,0.0007094444444444444
own.,0.005083888888888889,0.002958888888888889
installed,0.003407222222222222,0.0053705555555555555
laptop,0.002651111111111111,0.003205
tough,0.0037088888888888887,0.002525
Bear,0.0005705555555555556,0.00039666666666666664
catching,0.0006533333333333333,0.00048333333333333334
fish,0.0015044444444444445,0.0015466666666666667
tricky,0.0008183333333333333,0.0003733333333333333
finger,0.001285,0.001756111111111111
pad,0.0016644444444444445,0.0024222222222222223
fish.,0.00027055555555555557,0.00029444444444444445
easier,0.007343333333333334,0.0039477777777777775
mouse.,0.0005222222222222222,0.0006894444444444445
fun!,0.0026222222222222224,0.00025666666666666665
different,0.03761222222222222,0.03658388888888889
prepare,0.0017472222222222223,0.0011794444444444446
float,0.00033777777777777777,0.000355
endless,0.00086,0.0019127777777777778
Graphics,0.000365,0.0004311111111111111
colorful,0.002147777777777778,0.0007355555555555556
cute.,0.0010977777777777778,0.0005855555555555555
olds,0.0006833333333333333,0.0008566666666666667
issue.,0.00131,0.0023155555555555555
Hours,0.00036,0.00021888888888888888
Fun,0.006713333333333333,0.0009744444444444444
slip,0.0015005555555555555,0.0015266666666666666
1/2,0.004053888888888889,0.005145
in.,0.006355555555555555,0.007320555555555556
heel,0.00035833333333333333,0.00038833333333333336
satisfied,0.005342222222222222,0.0023138888888888888
manner,0.002172777777777778,0.0013755555555555556
awesome,0.013430555555555555,0.0027744444444444444
advertisement,0.00013055555555555555,0.0010372222222222221
though,,0.006413333333333333,0.004615555555555556
90,0.0010044444444444445,0.002716111111111111
seconds,0.0017794444444444444,0.004083888888888889
UK,0.0011783333333333333,0.0009216666666666667
(who,0.001393888888888889,0.0015355555555555556
touch,,0.00035,0.00026166666666666667
assuming,0.00040666666666666667,0.0011355555555555555
so,,0.0027088888888888887,0.0039366666666666664
2nd,0.003908333333333333,0.004347222222222222
3rd,0.0027927777777777777,0.0034861111111111113
US,0.0037177777777777777,0.0037755555555555554
available,0.010158333333333333,0.00968611111111111
Amazing,0.005658333333333333,0.0005127777777777778
England.,0.0005438888888888889,0.00028555555555555555
sang,0.0009655555555555555,0.0006111111111111111
ive,0.0011272222222222222,0.0008605555555555556
dance.,0.00059,0.0002955555555555556
guys,0.008437777777777778,0.007981666666666666
japanese,0.00038944444444444443,0.00030166666666666666
compatible,0.0008044444444444444,0.002915
machine.,0.001656111111111111,0.00295
deeply,0.0025033333333333335,0.0015622222222222222
arcade,0.00030944444444444444,0.0002933333333333333
Dance,0.001043888888888889,0.000555
stage,0.0027444444444444443,0.0019144444444444445
Revolution,0.0004261111111111111,0.00023944444444444444
lacking,0.0016766666666666666,0.004568333333333333
tracks,,0.0016705555555555556,0.0010516666666666667
them.,0.024025,0.02626388888888889
favourite,0.0022605555555555556,0.000545
Keep,0.0031433333333333335,0.0018866666666666667
moving,,0.0009116666666666666,0.0004205555555555556
Video,0.0015733333333333333,0.0017533333333333333
Radio,0.0012544444444444445,0.0011433333333333334
tracks.,0.0018977777777777777,0.0011766666666666666
situation,0.0021366666666666665,0.0019333333333333333
am,,0.0005444444444444444,0.0005394444444444445
lucky,0.002175,0.0021872222222222223
newest,0.001135,0.0008616666666666666
version,,0.0018266666666666668,0.0026966666666666667
one?,0.00025944444444444447,0.0006483333333333333
admit,0.004722222222222222,0.004912222222222222
alone.,0.00187,0.0014227777777777778
Michael,0.004606666666666667,0.0036883333333333334
finest,0.0030494444444444445,0.0006211111111111111
today,0.006036111111111111,0.005452777777777778
approach,0.004637777777777778,0.0026305555555555557
note.,0.00035277777777777776,0.00029833333333333334
couple,0.01822722222222222,0.021756666666666667
releases,0.001676111111111111,0.0016777777777777778
hits.,0.0007322222222222222,0.00044
reason,,0.0010983333333333333,0.0020683333333333335
latest,0.003522777777777778,0.004219444444444444
albums.,0.0027305555555555555,0.0018133333333333332
"Little,0.0004316666666666667,0.00023666666666666665
spice,0.0006755555555555555,0.000445
radio.,0.001143888888888889,0.0012011111111111111
deserves,0.0038061111111111112,0.003418333333333333
behind.,0.00044833333333333335,0.00046555555555555554
album,,0.010668333333333333,0.006098333333333333
letters,0.00156,0.001625
home,0.016762222222222223,0.012378888888888889
cuz,0.0008661111111111111,0.00102
john,0.0003077777777777778,0.0002627777777777778
soldiers,0.0008027777777777778,0.000575
punk,0.0023344444444444445,0.001568888888888889
rock,0.012525,0.006140555555555555
dog,0.006335,0.006959444444444444
hrs,0.00024277777777777777,0.0004383333333333333
23,0.0006494444444444445,0.0005694444444444445
balls,0.0010411111111111111,0.0014294444444444443
BOX,0.00016666666666666666,0.00034888888888888887
DE,0.0003322222222222222,0.0001638888888888889
cereal,0.00025277777777777777,0.00028055555555555554
you!,0.0030594444444444445,0.0015555555555555555
breakfast,0.0006272222222222223,0.00029
choice,,0.0004622222222222222,0.0005016666666666666
Especially,0.0022333333333333333,0.0014144444444444445
honey,0.00035944444444444446,0.00021777777777777778
taste,0.005660555555555556,0.006389444444444444
hungry,0.0006127777777777777,0.000545
later,0.008758333333333333,0.01070888888888889
you'd,0.0025827777777777776,0.0038066666666666665
option,,0.00020944444444444445,0.00037777777777777777
splendid,0.0005961111111111111,0.00011611111111111112
tasting,0.0008227777777777777,0.0006577777777777777
this!,0.002908888888888889,0.002756111111111111
tastes,0.00191,0.00185
good.,0.020295,0.015336666666666667
word,0.006682222222222222,0.009302222222222222
label.,0.0004222222222222222,0.0006944444444444445
Last,0.002652222222222222,0.0027183333333333335
husband,0.012158333333333333,0.008333888888888889
cabinet,0.0006972222222222222,0.0006694444444444444
Amazon's,0.0010544444444444444,0.002408888888888889
stores.,0.0014816666666666667,0.0006916666666666667
local,0.008393333333333333,0.009690555555555556
Walmart,0.00035444444444444445,0.0008711111111111111
stopped,0.0030611111111111112,0.016225
carrying,0.002256111111111111,0.001453888888888889
"the,0.00239,0.0026994444444444444
including,0.009164444444444444,0.006452777777777778
dont,0.007706666666666666,0.013565555555555556
small.,0.0013177777777777777,0.0024122222222222223
bowls,0.0004944444444444445,0.0004422222222222222
frame,0.00184,0.002426666666666667
build,0.004227777777777777,0.0038161111111111113
house,0.009125555555555555,0.007263888888888889
by.,0.0009088888888888889,0.0007594444444444444
technical,0.003445,0.004782777777777778
joints,0.0003827777777777778,0.0003427777777777778
beam,0.00024277777777777777,0.0002411111111111111
loads,0.0009666666666666667,0.0006166666666666666
master,0.004000555555555556,0.001826111111111111
recent,0.004928333333333333,0.004317777777777778
trip,0.005705555555555556,0.0037094444444444445
avid,0.0020572222222222224,0.0021466666666666665
reader,0.01435,0.010935
inclined,0.00032166666666666666,0.00042833333333333335
vaguely,0.00019944444444444445,0.0005133333333333333
various,0.0077866666666666666,0.005705555555555556
types,0.003977222222222222,0.0028683333333333334
illustrated,0.0015461111111111112,0.0004916666666666666
practical,0.004897777777777778,0.0026255555555555555
Outstanding,0.0022722222222222224,4.4444444444444447e-05
built,0.004441111111111111,0.0038305555555555554
guide.,0.0010727777777777777,0.0010366666666666666
Although,0.012281666666666666,0.01071111111111111
construction,0.0019755555555555555,0.0024433333333333334
skills,,0.0004783333333333333,0.00036944444444444443
invaluable,0.0013694444444444444,9e-05
process.,0.0015416666666666667,0.0014172222222222223
considering,0.004775,0.005481111111111111
editing,0.0011822222222222223,0.00291
Yet,0.0017066666666666667,0.001816111111111111
example,0.004591111111111111,0.007262777777777778
disservice,8.444444444444444e-05,0.0005344444444444445
spelling,0.00042666666666666667,0.001053888888888889
placed,0.0024744444444444445,0.004007222222222222
figures,0.0012605555555555556,0.0011183333333333334
sections,0.0022633333333333333,0.0021566666666666665
traditional,0.004353333333333333,0.002023333333333333
pick,0.010715,0.010168333333333333
print,0.003952777777777778,0.007374444444444445
glossy,0.0004261111111111111,0.0004327777777777778
sharp,0.003535,0.002523333333333333
drawings,0.0012055555555555556,0.0008483333333333333
inform,0.0003044444444444444,0.0005883333333333333
to.,0.008690555555555556,0.0066994444444444445
manual,0.003215,0.004914444444444444
venture,0.000445,0.0003788888888888889
project.,0.0009005555555555556,0.0009511111111111111
Poor,0.0005433333333333334,0.014261666666666667
instructions,,0.000605,0.0010966666666666666
out...,0.0002788888888888889,0.0003533333333333333
wraps,0.00039666666666666664,0.0002716666666666667
water.,0.0019277777777777778,0.002722777777777778
searched,0.0014272222222222223,0.0010177777777777778
internet,0.0021761111111111113,0.003937222222222222
poor.,0.0003022222222222222,0.003962222222222222
First,0.007743333333333333,0.01177388888888889
off,,0.003135,0.006652777777777777
dip,0.000305,0.00023666666666666665
boiling,0.0004205555555555556,0.0006405555555555556
(or,0.005047222222222222,0.005947222222222222
temperature,0.0012133333333333334,0.0020183333333333334
level,0.008289444444444445,0.008171666666666667
Second,,0.0004838888888888889,0.0014516666666666666
describe,0.003437222222222222,0.0037716666666666667
happen,,0.0004327777777777778,0.000705
shrink,0.0002938888888888889,0.00039666666666666664
transfer,0.0018877777777777777,0.002985
two,,0.0014144444444444445,0.0016416666666666667
intelligent,0.0024455555555555554,0.0019033333333333333
immediately,0.005062777777777778,0.005801111111111111
thought,,0.0010366666666666666,0.0016311111111111112
hot,0.007773888888888889,0.008226111111111111
change,0.012820555555555556,0.010887222222222222
plastic,,0.000645,0.0013716666666666667
let's,0.00125,0.0019338888888888889
explicit,0.0004383333333333333,0.0005966666666666667
instructions.,0.0009433333333333334,0.0013438888888888888
wars,0.0007211111111111111,0.0005066666666666667
2006,0.0006577777777777777,0.0010316666666666666
Coast,0.00047944444444444445,0.00027
PC,0.002171666666666667,0.0038016666666666667
great!,0.009140555555555556,0.0013094444444444445
graphics,0.004688888888888889,0.005557777777777778
Dont,0.0007155555555555555,0.0034027777777777776
biggest,0.0029294444444444446,0.005478333333333333
disappointment,0.001175,0.00895388888888889
sink,0.0011122222222222221,0.0013194444444444445
race,0.001741111111111111,0.0012533333333333333
cool.,0.002447777777777778,0.001305
wrong.,0.002965,0.006694444444444445
racing,0.0010416666666666667,0.0006944444444444445
landscape,0.0007672222222222222,0.0003411111111111111
moves,0.004581111111111111,0.003841111111111111
idiotic,0.00010166666666666667,0.0008044444444444444
stages,0.0006572222222222222,0.00032166666666666666
slides,0.0006688888888888889,0.0010361111111111111
Total,0.0005494444444444444,0.002938888888888889
rubbish.,2.8333333333333332e-05,0.0006827777777777778
mine,,0.0006855555555555556,0.0007138888888888889
Ireland,0.0004994444444444444,0.0002683333333333333
Florida,0.0007911111111111111,0.000465
costly,0.00026444444444444443,0.000445
mistake.,0.0004294444444444444,0.0028833333333333332
Henry,0.0012405555555555555,0.00076
70's.,0.0005338888888888889,0.0003027777777777778
nose,0.0008227777777777777,0.0012244444444444445
chewed,0.0003077777777777778,0.0006866666666666667
loved.,0.00038722222222222223,0.0002588888888888889
He's,0.0034627777777777777,0.0024211111111111113
nobody,0.0011305555555555557,0.0019411111111111111
about.,0.0047866666666666665,0.004874444444444444
Nobody,0.0005277777777777777,0.0006583333333333334
clone,0.00019777777777777778,0.000325
forty,0.00038444444444444447,0.00038
original.,0.0017672222222222223,0.002511666666666667
Dad,0.0008211111111111111,0.00039944444444444446
ill,0.0007166666666666667,0.0012377777777777777
battles,0.0011333333333333334,0.0005744444444444445
word.,0.0010172222222222223,0.0009966666666666668
threw,0.0010027777777777778,0.007123888888888889
replacement,0.005365,0.012347777777777777
safely,0.0005855555555555555,0.0004788888888888889
closet,0.0007,0.0007538888888888889
shelf.,0.0007855555555555555,0.0010316666666666666
thread,0.0006744444444444444,0.0010533333333333334
online,0.004711111111111111,0.007718888888888889
overwhelmed,0.0004822222222222222,0.00031
Amazon.com.,0.0005933333333333333,0.0006016666666666667
None,0.0009794444444444445,0.0027088888888888887
less,0.019162222222222223,0.03129888888888889
guy,0.007799444444444445,0.012013888888888888
lives.,0.002311111111111111,0.0008422222222222222
boys,,0.0004372222222222222,0.0003283333333333333
"real",0.0005744444444444445,0.0006522222222222222
dog.,0.0009861111111111112,0.001313888888888889
Daddy,0.0003372222222222222,0.0002483333333333333
old),0.00042444444444444447,0.0003338888888888889
opened,0.003921111111111111,0.008597777777777777
also.,0.00341,0.0017022222222222222
19,0.0008655555555555556,0.0007355555555555556
company,0.005333333333333333,0.01774388888888889
Thanks,0.006213333333333334,0.002312222222222222
lost,0.011143333333333333,0.01613111111111111
ride,0.003457777777777778,0.0018866666666666667
Walt,0.0002883333333333333,0.00019166666666666667
Disney,0.002098888888888889,0.00204
World,,0.000365,0.00017944444444444445
toy,0.007195,0.009106111111111112
six,0.00414,0.0051916666666666665
old,,0.0030605555555555555,0.003022222222222222
40,0.003078888888888889,0.0036216666666666667
children,0.013289444444444444,0.008724444444444444
Sure,0.001355,0.0019205555555555556
classic,0.01745111111111111,0.006778888888888889
Snow,0.0005911111111111112,0.00043
grown,0.002552777777777778,0.0015266666666666666
ups,0.0010472222222222222,0.0005683333333333333
class,0.006951111111111111,0.006043333333333334
act,0.0023977777777777778,0.003737222222222222
rewarding,0.0006444444444444444,0.00021222222222222223
forward,0.012050555555555556,0.010276666666666667
works.,0.004503333333333333,0.004495555555555556
excitement,0.0011966666666666666,0.001325
sketches,0.0003627777777777778,0.00026722222222222224
are,,0.002192222222222222,0.0019916666666666668
actual,0.005433888888888889,0.011271111111111112
patterns.,0.00033944444444444446,0.000215
shows,0.01869111111111111,0.010942777777777777
designs,0.0009655555555555555,0.000815
rendering,0.000345,0.0011572222222222222
beginners,0.0023022222222222224,0.0015455555555555557
seasoned,0.0007955555555555555,0.0003644444444444444
was,,0.0021905555555555554,0.0032455555555555553
thrilled,0.003041111111111111,0.0015222222222222221
instructional,0.0006266666666666666,0.0006127777777777777
titles,0.0015288888888888889,0.0020177777777777776
Product,0.005778888888888889,0.005813888888888889
match,0.0034355555555555554,0.004152777777777778
mistake,,0.00026388888888888886,0.0006938888888888889
foot,0.002471111111111111,0.0029761111111111112
cushion,0.0004572222222222222,0.0005427777777777778
description,0.004611111111111111,0.011664444444444444
delivered.,0.00029833333333333334,0.00048444444444444446
impression,0.0013666666666666666,0.0031227777777777777
receive,0.0025094444444444444,0.006924444444444445
filled,0.006633333333333333,0.006093333333333333
insert,0.0009744444444444444,0.0017205555555555555
shoes.,0.0008572222222222222,0.0006177777777777777
Instead,0.0013805555555555557,0.00532
ONE,0.0036955555555555557,0.004637222222222222
material,0.008781666666666667,0.01224611111111111
(not,0.003287777777777778,0.004471666666666666
attach,0.001346111111111111,0.001788888888888889
strap.,0.00033944444444444446,0.00025111111111111113
definately,0.0048,0.002063888888888889
Luckily,0.0003938888888888889,0.0012266666666666667
laugh,0.005625,0.003415
stupid,0.001745,0.010508333333333333
free,,0.00048333333333333334,0.0009316666666666667
sex,0.0027294444444444445,0.005858888888888889
publishing,0.0005861111111111111,0.0016077777777777779
stuff,0.013779444444444445,0.014715
Production,0.00029833333333333334,0.00035444444444444445
Broadway,0.0007894444444444444,0.0004905555555555556
production,0.005487777777777778,0.006157777777777778
ruined,0.0005977777777777778,0.0041244444444444445
costumes,0.0006922222222222222,0.0007005555555555555
intentionally,0.0001838888888888889,0.00044166666666666665
absurd,0.0003355555555555556,0.0010511111111111112
Beach,0.0009416666666666667,0.0008366666666666667
worse.,0.00044555555555555554,0.0035805555555555556
18th,0.00032166666666666666,0.00022777777777777778
century.,0.001401111111111111,0.0005516666666666667
director,0.0019638888888888887,0.0033472222222222224
appears,0.0035477777777777777,0.007803888888888889
goal,0.0010222222222222223,0.0009461111111111111
showing,0.003851666666666667,0.0038744444444444442
hip,0.0020033333333333335,0.0015
silly,,0.0004422222222222222,0.0007705555555555556
